1	562310	4414529
2	575561	4270953
3	584546	4336545
4	618495	4246137
5	596577	4008856
6	574929	4203369
7	551219	3950148
8	590001	3665294
9	584033	4303103
10	584036	4518413
11	597290	4077552
12	591744	4092396
13	590927	4197440
14	589117	4446752
15	569038	4035576
16	590815	4174327
17	595564	3823081
18	594311	4440583
19	584905	4001903
20	617763	4303323
21	591639	3958858
22	544072	4133660
23	577778	4324118
24	572938	4086572
25	604750	4376709
26	592017	3996142
27	576765	4054609
28	594703	4117278
29	585778	4209068
30	574870	4194676
31	560418	4245010
32	606014	4189451
33	601406	4205494
34	584680	4078495
35	620903	4225423
36	587754	4003009
37	574833	4231132
38	590119	4035695
39	618875	4210340
40	600646	4139610
41	592051	4235837
42	604739	4073779
43	576616	4140484
44	584939	4324099
45	612347	4088144
46	580824	4400480
47	592887	4285842
48	597331	4023111
49	596470	4132454
50	592545	4231881
51	627067	4448097
52	564623	3914860
53	584777	4208809
54	603963	4068855
55	591071	4204977
56	581040	4061475
57	627798	4010187
58	582776	4125250
59	627135	4038804
60	609334	4167212
61	598255	4120882
62	573034	4017173
63	575315	4463452
64	594787	4264216
65	584533	3948591
66	564491	4159359
67	607325	4353279
68	582170	3980901
69	569994	4070979
70	594079	4235887
71	612182	4047492
72	588427	4518124
73	586220	4040038
74	562288	3922106
75	571342	4066158
76	578729	4324201
77	589530	4085125
78	611548	4131943
79	612966	4121672
80	541741	4221475
81	579815	3868189
82	610831	4054679
83	580421	3854931
84	567668	4321360
85	566416	4245686
86	588891	4239168
87	614628	4346747
88	584562	4352283
89	554109	4622636
90	589377	4085720
91	619240	3912465
92	549413	4379874
93	562083	4116381
94	575651	4174083
95	587300	4196214
96	596313	4564012
97	601806	4040000
98	584378	4240786
99	613382	3888652
100	593130	4245377
